date,daily_revenue
2024-04-26,670.44
2024-04-27,433.53
2024-04-28,638.9
2024-04-29,399.46000000000004
2024-04-30,491.99
2024-05-01,308.0
2024-05-02,205.0
2024-05-03,88.5
2024-05-04,408.84
2024-05-05,404.0
2024-05-06,577.64
2024-05-07,1008.99
2024-05-08,527.3
2024-05-09,1382.75
2024-05-10,1533.14
2024-05-11,988.8
2024-05-12,2049.55
2024-05-13,622.89
2024-05-14,1039.65
2024-05-15,433.69
2024-05-16,638.63
2024-05-17,909.5
2024-05-18,395.27
2024-05-19,221.5
2024-05-20,1197.95
2024-05-21,628.96
2024-05-22,336.5
2024-05-23,1145.84
2024-05-24,321.55
2024-05-25,816.6800000000001
2024-05-26,1032.2
2024-05-27,1349.29
2024-05-28,901.4499999999999
2024-05-29,431.67
2024-05-30,859.59
2024-05-31,117.8
2024-06-01,471.0
2024-06-02,532.4
2024-06-03,198.79000000000002
2024-06-04,148.32999999999998
2024-06-05,514.36
2024-06-06,729.19
2024-06-07,1215.49
2024-06-08,966.54
2024-06-09,2140.48
2024-06-10,1072.86
2024-06-11,1553.43
2024-06-12,1298.37
2024-06-13,1026.01
2024-06-14,662.6
2024-06-15,1756.07
2024-06-16,455.69
2024-06-17,455.28
2024-06-18,666.99
2024-06-19,1448.31
2024-06-20,448.8
2024-06-21,1526.12
2024-06-22,720.51
2024-06-23,978.74
2024-06-24,647.4300000000001
2024-06-25,906.2
2024-06-26,435.64
2024-06-27,1358.23
2024-06-28,739.83
2024-06-29,662.55
2024-06-30,818.97
2024-07-01,165.72
2024-07-02,420.23
2024-07-03,284.05
2024-07-04,496.27
2024-07-05,564.22
2024-07-06,896.52
2024-07-07,944.1999999999999
2024-07-08,1156.82
2024-07-09,2207.14
2024-07-10,1005.66
2024-07-11,1934.25
2024-07-12,2244.8
2024-07-13,768.7
2024-07-14,530.55
2024-07-15,1371.22
2024-07-16,1242.19
2024-07-17,651.28
2024-07-18,1208.62
2024-07-19,1139.54
2024-07-20,1629.13
2024-07-21,961.25
2024-07-22,775.02
2024-07-23,559.47
2024-07-24,1016.4100000000001
2024-07-25,2905.91
2024-07-26,1531.4
2024-07-27,978.07
2024-07-28,903.46
2024-07-29,2450.87
2024-07-30,1960.67
2024-07-31,842.46
2024-08-01,285.74
2024-08-02,504.62
2024-08-03,250.7
2024-08-04,682.1
2024-08-05,423.55
2024-08-06,1478.8899999999999
2024-08-07,1033.83
2024-08-08,1157.22
2024-08-09,1773.44
2024-08-10,1421.91
2024-08-11,1481.8799999999999
2024-08-12,1380.92
2024-08-13,1183.67
2024-08-14,1314.23
2024-08-15,1239.9
2024-08-16,1233.34
2024-08-17,1297.23
2024-08-18,1150.61
2024-08-19,1160.46
2024-08-20,1611.21
2024-08-21,1930.78
2024-08-22,936.69
2024-08-23,1133.98
2024-08-24,2643.56
2024-08-25,1079.43
2024-08-26,1291.05
2024-08-27,1776.8799999999999
2024-08-28,2176.87
2024-08-29,2021.04
2024-08-30,1613.11
2024-08-31,1116.24
2024-09-01,1149.62
2024-09-02,1017.21
2024-09-03,399.4
2024-09-04,594.4399999999999
2024-09-05,514.22
2024-09-06,1548.95
2024-09-07,814.8
2024-09-08,2074.35
2024-09-09,1866.19
2024-09-10,1763.76
2024-09-11,1824.44
2024-09-12,2505.82
2024-09-13,1133.27
2024-09-14,2032.52
2024-09-15,2576.65
2024-09-16,2287.93
2024-09-17,1318.25
2024-09-18,1512.95
2024-09-19,1566.11
2024-09-20,2148.5
2024-09-21,2492.09
2024-09-22,1723.52
2024-09-23,899.05
2024-09-24,1410.37
2024-09-25,2565.4300000000003
2024-09-26,1434.79
2024-09-27,2231.18
2024-09-28,2236.31
2024-09-29,1460.45
2024-09-30,1572.02
2024-10-01,415.19
2024-10-02,1051.28
2024-10-03,1100.87
2024-10-04,1018.03
2024-10-05,865.15
2024-10-06,1090.85
2024-10-07,1271.87
2024-10-08,2890.7000000000003
2024-10-09,1483.0
2024-10-10,1456.1100000000001
2024-10-11,2572.64
2024-10-12,2079.6
2024-10-13,1825.63
2024-10-14,1721.79
2024-10-15,1807.47
2024-10-16,2132.16
2024-10-17,2576.86
2024-10-18,2109.74
2024-10-19,1573.83
2024-10-20,2116.95
2024-10-21,1231.47
2024-10-22,2151.29
2024-10-23,2240.59
2024-10-24,2151.72
2024-10-25,2257.03
2024-10-26,3127.92
2024-10-27,1846.1599999999999
2024-10-28,1536.97
2024-10-29,2102.57
2024-10-30,2391.48
2024-10-31,1436.34
2024-11-01,1021.9300000000001
2024-11-02,336.7
2024-11-03,218.95
2024-11-04,866.13
2024-11-05,1123.02
2024-11-06,980.03
2024-11-07,992.25
2024-11-08,978.1
2024-11-09,2224.73
2024-11-10,2170.85
2024-11-11,1421.66
2024-11-12,3411.99
2024-11-13,1883.59
2024-11-14,2220.88
2024-11-15,1825.71
2024-11-16,3688.2
2024-11-17,1571.32
2024-11-18,1343.43
2024-11-19,996.47
2024-11-20,1907.3899999999999
2024-11-21,1745.79
2024-11-22,1744.59
2024-11-23,1833.1299999999999
2024-11-24,1422.19
2024-11-25,2545.47
2024-11-26,2575.76
2024-11-27,1220.84
2024-11-28,2422.92
2024-11-29,1652.03
2024-11-30,2620.02
2024-12-01,406.18
2024-12-02,871.87
2024-12-03,356.63
2024-12-04,605.3299999999999
2024-12-05,916.72
2024-12-06,1520.3799999999999
2024-12-07,1190.03
2024-12-08,1643.89
2024-12-09,1994.78
2024-12-10,1778.25
2024-12-11,2103.67
2024-12-12,1693.23
2024-12-13,1673.97
2024-12-14,1823.6799999999998
2024-12-15,1852.48
2024-12-16,2447.73
2024-12-17,2631.18
2024-12-18,1782.63
2024-12-19,2892.88
2024-12-20,1742.5
2024-12-21,1823.05
2024-12-22,1710.63
2024-12-23,2840.71
2024-12-24,2706.45
2024-12-25,2854.8199999999997
2024-12-26,2892.83
2024-12-27,2926.07
2024-12-28,2933.7
2024-12-29,1188.55
2024-12-30,2438.49
2024-12-31,2792.34
2025-01-01,2505.09
2025-01-02,1711.83
2025-01-03,2260.19
2025-01-04,1378.56
2025-01-05,1847.64
2025-01-06,690.45
2025-01-07,793.79
2025-01-08,1239.15
2025-01-09,547.1899999999999
2025-01-10,242.29000000000002
2025-01-11,737.9300000000001
2025-01-12,629.89
2025-01-13,1796.1
2025-01-14,2326.33
2025-01-15,1864.8600000000001
2025-01-16,2856.95
2025-01-17,2167.75
2025-01-18,1313.12
2025-01-19,1627.71
2025-01-20,2242.62
2025-01-21,1635.98
2025-01-22,1806.96
2025-01-23,1302.74
2025-01-24,1288.42
2025-01-25,2636.58
2025-01-26,1123.92
2025-01-27,1563.21
2025-01-28,1366.2
2025-01-29,1807.44
2025-01-30,1583.58
2025-01-31,3341.9900000000002
2025-02-01,1678.42
2025-02-02,1610.23
2025-02-03,1443.64
2025-02-04,2102.22
2025-02-05,1013.16
2025-02-06,1971.8899999999999
2025-02-07,828.97
2025-02-08,1062.59
2025-02-09,1043.3
2025-02-10,497.77
2025-02-11,537.29
2025-02-12,771.77
2025-02-13,1886.22
2025-02-14,1262.39
2025-02-15,1564.52
2025-02-16,1064.18
2025-02-17,2157.16
2025-02-18,2067.7
2025-02-19,1533.42
2025-02-20,2057.05
2025-02-21,1109.55
2025-02-22,1936.92
2025-02-23,1046.12
2025-02-24,1698.61
2025-02-25,2053.56
2025-02-26,1504.93
2025-02-27,1689.02
2025-02-28,1906.71
2025-03-01,2143.91
2025-03-02,2587.89
2025-03-03,1733.06
2025-03-04,1407.02
2025-03-05,1003.29
2025-03-06,661.29
2025-03-07,1063.6
2025-03-08,1168.09
2025-03-09,375.0
2025-03-10,487.95
2025-03-11,633.24
2025-03-12,505.47
2025-03-13,1309.9099999999999
2025-03-14,1570.65
2025-03-15,1271.24
2025-03-16,1374.06
2025-03-17,1329.7
2025-03-18,1635.42
2025-03-19,2431.57
2025-03-20,882.38
2025-03-21,1169.47
2025-03-22,1555.7
2025-03-23,1520.8899999999999
2025-03-24,1871.68
2025-03-25,1842.44
2025-03-26,1767.33
2025-03-27,1366.28
2025-03-28,1103.42
2025-03-29,1775.65
2025-03-30,1106.38
2025-03-31,1162.53
2025-04-01,2367.03
2025-04-02,1545.37
2025-04-03,1161.79
2025-04-04,1503.13
2025-04-05,624.78
2025-04-06,958.98
2025-04-07,872.02
2025-04-08,815.74
2025-04-09,431.99
2025-04-10,423.48
2025-04-11,186.57
2025-04-12,463.64
2025-04-13,885.47
2025-04-14,1013.5
2025-04-15,952.91
2025-04-16,1168.03
2025-04-17,1393.47
2025-04-18,903.35
2025-04-19,781.1
2025-04-20,798.25
2025-04-21,1084.17
2025-04-22,1054.16
2025-04-23,946.53
2025-04-24,1507.45
2025-04-25,658.49
2025-04-26,1447.13
2025-04-27,948.2
2025-04-28,572.72
2025-04-29,1052.59
2025-04-30,1258.05
2025-05-01,2433.23
2025-05-02,1963.97
2025-05-03,803.57
2025-05-04,1313.22
2025-05-05,874.81
2025-05-06,1233.43
2025-05-07,346.5
2025-05-08,314.03
2025-05-09,113.74000000000001
2025-05-10,150.0
2025-05-11,682.1
2025-05-12,752.95
2025-05-13,1235.33
2025-05-14,992.0
2025-05-15,570.54
2025-05-16,1019.12
2025-05-17,633.85
2025-05-18,751.14
2025-05-19,700.9
2025-05-20,599.25
2025-05-21,1348.19
2025-05-22,940.6700000000001
2025-05-23,1294.21
2025-05-24,727.0
2025-05-25,587.5
2025-05-26,541.45
2025-05-27,1407.62
2025-05-28,890.54
2025-05-29,772.56
2025-05-30,687.87
2025-05-31,489.84000000000003
2025-06-01,1478.59
2025-06-02,1494.1
2025-06-03,1575.11
2025-06-04,685.95
2025-06-05,645.74
2025-06-06,258.72
2025-06-07,515.17
2025-06-08,362.19
2025-06-09,286.18
2025-06-10,362.35
2025-06-11,54.0
2025-06-12,237.75
2025-06-13,333.69
2025-06-14,827.61
2025-06-15,492.2
2025-06-16,465.1
2025-06-17,219.18
2025-06-18,976.7
2025-06-19,729.0500000000001
2025-06-20,512.49
2025-06-21,1192.01
2025-06-22,328.5
2025-06-23,611.99
2025-06-24,160.7
2025-06-25,443.03
2025-06-26,629.97
2025-06-27,750.49
2025-06-28,134.7
2025-06-29,744.0
2025-06-30,537.93
2025-07-01,1504.72
2025-07-02,1293.58
2025-07-03,985.04
2025-07-04,854.5400000000001
2025-07-05,528.47
2025-07-06,558.33
2025-07-07,965.4
2025-07-08,205.95
2025-07-09,617.45
2025-07-10,378.25
2025-07-11,30.75
2025-07-13,760.98
2025-07-14,349.65
2025-07-15,14.5
2025-07-16,674.85
2025-07-17,544.7
2025-07-18,346.9
2025-07-19,376.58
2025-07-20,413.9
2025-07-21,626.97
2025-07-22,516.48
2025-07-23,467.84
2025-07-24,478.69
2025-07-25,388.12
2025-07-26,194.99
2025-07-27,942.35
2025-07-28,974.24
2025-07-29,25.5
2025-07-30,117.2
2025-07-31,127.78999999999999
2025-08-01,1622.13
2025-08-02,758.07
2025-08-03,517.1
2025-08-04,1377.6
2025-08-05,911.85
2025-08-06,483.25
2025-08-07,172.99
2025-08-08,377.4
2025-08-09,555.6800000000001
2025-08-10,362.0
2025-08-13,606.19
2025-08-14,195.05
2025-08-15,148.6
2025-08-16,254.7
2025-08-17,325.25
2025-08-18,379.5
2025-08-19,410.08
2025-08-20,217.4
2025-08-21,212.2
2025-08-22,85.0
2025-08-23,121.9
2025-08-24,409.02
2025-08-25,280.6
2025-08-26,465.96999999999997
2025-08-27,174.48000000000002
2025-08-28,707.26
2025-08-29,211.3
2025-08-30,279.2
2025-08-31,142.49
2025-09-01,1312.32
2025-09-02,1376.09
2025-09-03,877.76
2025-09-04,719.89
2025-09-05,747.7
2025-09-06,869.52
2025-09-07,402.9
2025-09-08,112.8
2025-09-09,122.75
2025-09-13,221.25
2025-09-14,171.70999999999998
2025-09-15,54.0
2025-09-16,169.8
2025-09-17,56.5
2025-09-18,80.99
2025-09-19,219.99
2025-09-20,55.24
2025-09-22,455.5
2025-09-23,49.8
2025-09-24,88.5
2025-09-25,118.75
2025-09-26,175.75
2025-09-27,111.75
2025-09-28,238.3
2025-09-29,49.0
2025-10-01,1155.56
2025-10-02,1742.36
2025-10-03,1281.19
2025-10-04,899.87
2025-10-05,633.1999999999999
2025-10-06,305.4
2025-10-07,308.25
2025-10-08,176.0
2025-10-12,27.0
2025-10-14,321.4
2025-10-17,65.5
2025-10-18,87.6
2025-10-20,68.5
2025-10-25,139.8
2025-10-26,152.48
2025-10-29,44.7
2025-11-01,1849.73
2025-11-02,1648.46
2025-11-03,451.15
2025-11-04,1053.83
2025-11-05,417.88
2025-11-06,104.5
2025-11-07,326.25
2025-11-08,53.0
2025-11-09,74.99
2025-12-01,1457.75
2025-12-02,1616.38
2025-12-03,735.62
2025-12-04,2450.2599999999998
2025-12-05,1028.37
2025-12-06,180.25
2025-12-07,179.75
2025-12-08,175.9
2025-12-09,59.4
2025-12-11,71.0
